"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"socialdev_cvict_p5_f_02","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_f_03","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_f_04","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_f_05","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_f_06","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_f_07","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_f_08","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_c8== 1 ","Any time someone tried to kidnap you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_f_09","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_c9== 1 ","Any time someone attacked you because of color, religion, origin, disability, etc.","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_f_10","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_p1== 1 ","Any time a group of kids or gang hit, jumped, or attacked you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_f_11","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_p2== 1 ","Any time another kid hit you at home, at school, or anywhere","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_f_12","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_p3== 1 ","Any time kids tried to hurt you by hitting or kicking your private parts","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_f_13","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_p4== 1 ","Any time kids picked on you by chasing, grabbing or forcing you to do things","1;0","1=Yes; 0=No",""
"socialdev_cvict_p5_g","Integer","","Recommended","socialdev_cvict_p5== 1","Were you physically hurt when this happened?  Hurt means you could still feel pain in your body the next day.  You are also hurt when you have a bruise, a cut that bleeds, or a broken bone.","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p5_i","Integer","","Recommended","socialdev_cvict_p5== 1","Was this person a boy or girl?","3;4;98;99","3=Boy; 4=Girl; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p5_n","Integer","","Recommended","socialdev_cvict_p5== 1 &&(socialdev_cvict_p5_i==3 ||socialdev_cvict_p5_i==4)","Did the person who did this have an advantage over you because he/she was stronger, more popular, or had a lot of influence over other kids?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p6_a","String","60","Recommended","socialdev_cvict_p6== 1","How many times did this happen to you in your whole life? (If you aren't sure, a guess like 10 times or 50 times is better than nothing.)","","",""
"socialdev_cvict_p6_b_y","String","60","Recommended","socialdev_cvict_p6== 1 &&socialdev_cvict_p6_a>1","How old were you the first time this happened?","","",""
"socialdev_cvict_p6_c","Integer","","Recommended","socialdev_cvict_p6== 1","Did this happen in the last 12 months?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p6_d_y","String","60","Recommended","socialdev_cvict_p6== 1","How old were you when this last happened?","","",""
"socialdev_cvict_p6_e","Integer","","Recommended","socialdev_cvict_p6== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1 ||socialdev_cvict_c7== 1 ||socialdev_cvict_c8== 1 ||socialdev_cvict_c9== 1 ||socialdev_cvict_p1== 1 ||socialdev_cvict_p2== 1 ||socialdev_cvict_p3== 1 ||socialdev_cvict_p4== 1 ||socialdev_cvict_p5== 1)","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p6_f_01","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_02","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_03","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_04","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_05","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_06","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_07","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_08","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_c8== 1 ","Any time someone tried to kidnap you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_09","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_c9== 1 ","Any time someone attacked you because of color, religion, origin, disability, etc.","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_10","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_p1== 1 ","Any time a group of kids or gang hit, jumped, or attacked you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_11","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_p2== 1 ","Any time another kid hit you at home, at school, or anywhere","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_12","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_p3== 1 ","Any time kids tried to hurt you by hitting or kicking your private parts","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_13","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_p4== 1 ","Any time kids picked on you by chasing, grabbing or forcing you to do things","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_f_14","Integer","","Recommended","socialdev_cvict_p6_e== 1 &&socialdev_cvict_p5== 1 ","Any time you got scared or felt bad because kids were bullying you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_g","Integer","","Recommended","socialdev_cvict_p6== 1","Were you physically hurt when this happened?  Hurt means you could still feel pain in your body the next day.  You are also hurt when you have a bruise, a cut that bleeds, or a broken bone.","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p6_i","Integer","","Recommended","socialdev_cvict_p6== 1","Was this person a boy or girl?","3;4;98;99","3=Boy; 4=Girl; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p6_j___1","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Gun","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_j___2","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Knife","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_j___3","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Stick, rock, bottle, or tool such as a hammer","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_j___4","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Other","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_j___5","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :No weapon used","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_j___98","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I don't know","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_j___99","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I'd rather not say","1;0","1=Yes; 0=No",""
"socialdev_cvict_p6_j4","String","60","Recommended","socialdev_cvict_p6== 1 &&socialdev_cvict_p6_j(4)==1","Specify other:","","",""
"socialdev_cvict_p7_a","String","60","Recommended","socialdev_cvict_p7== 1","How many times did this happen to you in your whole life? (If you aren't sure, a guess like 10 times or 50 times is better than nothing.)","","",""
"socialdev_cvict_p7_b_y","String","60","Recommended","socialdev_cvict_p7== 1 &&socialdev_cvict_p7_a>1","How old were you the first time this happened?","","",""
"socialdev_cvict_p7_c","Integer","","Recommended","socialdev_cvict_p7== 1","Did this happen in the last 12 months?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p7_d_y","String","60","Recommended","socialdev_cvict_p7== 1","How old were you when this last happened?","","",""
"socialdev_cvict_p7_e","Integer","","Recommended","socialdev_cvict_p7== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1 ||socialdev_cvict_c7== 1 ||socialdev_cvict_c8== 1 ||socialdev_cvict_c9== 1 ||socialdev_cvict_p1== 1 ||socialdev_cvict_p2== 1 ||socialdev_cvict_p3== 1 ||socialdev_cvict_p4== 1 ||socialdev_cvict_p5== 1 ||socialdev_cvict_p6== 1)","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p7_f_01","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_02","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_03","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_04","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_05","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_06","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_07","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_08","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_c8== 1 ","Any time someone tried to kidnap you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_09","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_c9== 1 ","Any time someone attacked you because of color, religion, origin, disability, etc.","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_10","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_p1== 1 ","Any time a group of kids or gang hit, jumped, or attacked you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_11","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_p2== 1 ","Any time another kid hit you at home, at school, or anywhere","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_12","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_p3== 1 ","Any time kids tried to hurt you by hitting or kicking your private parts","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_13","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_p4== 1 ","Any time kids picked on you by chasing, grabbing or forcing you to do things","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_14","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_p5== 1 ","Any time you got scared or felt bad because kids were bullying you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p7_f_15","Integer","","Recommended","socialdev_cvict_p7_e== 1 &&socialdev_cvict_p6== 1 ","Any time your boyfriend or girlfriend or date slapped or hit you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p8_a","String","60","Recommended","socialdev_cvict_p8== 1","How many times did this happen to you in your whole life? (If you aren't sure, a guess like 10 times or 50 times is better than nothing.)","","",""
"socialdev_cvict_p8_b_y","String","60","Recommended","socialdev_cvict_p8== 1 &&socialdev_cvict_p8_a>1","How old were you the first time this happened?","","",""
"socialdev_cvict_p8_c","Integer","","Recommended","socialdev_cvict_p8== 1","Did this happen in the last 12 months?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p8_d_y","String","60","Recommended","socialdev_cvict_p8== 1","How old were you when this last happened?","","",""
"socialdev_cvict_p8_e","Integer","","Recommended","socialdev_cvict_p8== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1 ||socialdev_cvict_c7== 1 ||socialdev_cvict_c8== 1 ||socialdev_cvict_c9== 1 ||socialdev_cvict_p1== 1 ||socialdev_cvict_p2== 1 ||socialdev_cvict_p3== 1 ||socialdev_cvict_p4== 1 ||socialdev_cvict_p5== 1 ||socialdev_cvict_p6== 1 ||socialdev_cvict_p7== 1)","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p8_f_01","Integer","","Recommended","socialdev_cvict_p8_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
"socialdev_cvict_p8_f_02","Integer","","Recommended","socialdev_cvict_p8_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_p8_f_03","Integer","","Recommended","socialdev_cvict_p8_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_p8_f_04","Integer","","Recommended","socialdev_cvict_p8_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p8_f_05","Integer","","Recommended","socialdev_cvict_p8_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p8_f_06","Integer","","Recommended","socialdev_cvict_p8_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_p8_f_07","Integer","","Recommended","socialdev_cvict_p8_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_p8_f_08","Integer","","Recommended","socialdev_cvict_p8_e== 1 &&socialdev_cvict_c8== 1 ","Any time someone tried to kidnap you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p8_f_09","Integer","","Recommended","socialdev_cvict_p8_e== 1 &&socialdev_cvict_c9== 1 ","Any time someone attacked you because of color, religion, origin, disability, etc.","1;0","1=Yes; 0=No",""
"socialdev_cvict_p8_f_10","Integer","","Recommended","socialdev_cvict_p8_e== 1 &&socialdev_cvict_p1== 1 ","Any time a group of kids or gang hit, jumped, or attacked you","1;0","1=Yes; 0=No",""
